328953	59596970	11144666239	@@##	----------	----------
328953	59596970	11144666240	@@59596970		FO
328953	59596970	11144666241	@8596970/		NN1_VV0
328953	59596970	11144666242	<p>		NULL
328953	59596970	11144666243	CDK	cdk	NP1
328953	59596970	11144666244	Global	global	JJ
328953	59596970	11144666245	and	and	CC
328953	59596970	11144666246	PSA	psa	NP1
328953	59596970	11144666247	Benelux		NP1_VV0
328953	59596970	11144666248	recently	recently	RR
328953	59596970	11144666249	signed	sign	VVN_VVD
328953	59596970	11144666250	a	a	AT1
328953	59596970	11144666251	new	new	JJ
328953	59596970	11144666252	partnership	partnership	NN1
328953	59596970	11144666253	agreement	agreement	NN1
328953	59596970	11144666254	that	that	CST_DD1
328953	59596970	11144666255	offers	offer	VVZ@
328953	59596970	11144666256	the	the	AT
328953	59596970	11144666257	region	region	NN1
328953	59596970	11144666258	's	's	GE_VBZ
328953	59596970	11144666259	Peugeot	peugeot	NP1
328953	59596970	11144666260	and	and	CC
328953	59596970	11144666261	Citro+n		FO
328953	59596970	11144666262	dealers	dealer	NN2
328953	59596970	11144666263	access	access	VV0@_NN1
328953	59596970	11144666264	to	to	II
328953	59596970	11144666265	CDK	cdk	NP1
328953	59596970	11144666266	Global	global	JJ
328953	59596970	11144666267	's	be	VBZ_GE
328953	59596970	11144666268	new	new	JJ
328953	59596970	11144666269	integrated	integrated	JJ
328953	59596970	11144666270	dealer	dealer	NN1
328953	59596970	11144666271	management	management	NN1
328953	59596970	11144666272	system	system	NN1
