125953	97917383	20916349061	@@##	----------	----------
125953	97917383	20916349062	@@97917383		FO
125953	97917383	20916349063	@2117383/		JJ_VV0_NN1
125953	97917383	20916349064	<h>		NULL
125953	97917383	20916349065	SanMar		NN1_NP1
125953	97917383	20916349066	Website	website	NN1_JJ
125953	97917383	20916349067	Terms	term	NN2
125953	97917383	20916349068	and	and	CC
125953	97917383	20916349069	Conditions	condition	NN2
125953	97917383	20916349070	of	of	IO
125953	97917383	20916349071	Use	use	NN1
125953	97917383	20916349072	<p>		NULL
125953	97917383	20916349073	You	you	PPY
125953	97917383	20916349074	must	must	VM
125953	97917383	20916349075	adhere	adhere	VVI
125953	97917383	20916349076	to	to	II
125953	97917383	20916349077	the	the	AT
125953	97917383	20916349078	terms	term	NN2
125953	97917383	20916349079	and	and	CC
125953	97917383	20916349080	conditions	condition	NN2
125953	97917383	20916349081	for	for	IF
125953	97917383	20916349082	any	any	DD
125953	97917383	20916349083	use	use	NN1
125953	97917383	20916349084	of	of	IO
125953	97917383	20916349085	the	the	AT
125953	97917383	20916349086	SanMar		NN1_NP1
125953	97917383	20916349087	Site	site	NN1
125953	97917383	20916349088	(	(	(
125953	97917383	20916349089	"	"	"
125953	97917383	20916349090	Site	site	NN1_VV0@
125953	97917383	20916349091	"	"	"
125953	97917383	20916349092	as	as	CSA
125953	97917383	20916349093	defined	define	VVN
125953	97917383	20916349094	below	below	RL
125953	97917383	20916349095	)	)	)
125953	97917383	20916349096	.	.	.
125953	97917383	20916349097	These	these	DD2
125953	97917383	20916349098	terms	term	NN2
125953	97917383	20916349099	and	and	CC
125953	97917383	20916349100	conditions	condition	NN2
125953	97917383	20916349101	are	be	VBR
125953	97917383	20916349102	a	a	AT1
125953	97917383	20916349103	legal	legal	JJ
125953	97917383	20916349104	agreement	agreement	NN1
125953	97917383	20916349105	between	between	II
125953	97917383	20916349106	you	you	PPY
125953	97917383	20916349107	and	and	CC
125953	97917383	20916349108	the	the	AT
125953	97917383	20916349109	company	company	NN1
125953	97917383	20916349110	or	or	CC
125953	97917383	20916349111	business	business	NN1
125953	97917383	20916349112	you	you	PPY
125953	97917383	20916349113	work	work	VV0
125953	97917383	20916349114	for	for	IF
125953	97917383	20916349115	,	,	,
