401953	104632795	21066999918	@@##	----------	----------
401953	104632795	21066999919	@@104632795		FO
401953	104632795	21066999920	@32795/		JJ_VV0_NN1
401953	104632795	21066999921	<h>		NULL
401953	104632795	21066999922	Directions	direction	NN2
401953	104632795	21066999923	<p>		NULL
401953	104632795	21066999924	The	the	AT
401953	104632795	21066999925	current	current	JJ
401953	104632795	21066999926	ConFest		JJT_NP1
401953	104632795	21066999927	Site	site	NN1
401953	104632795	21066999928	is	be	VBZ
401953	104632795	21066999929	to	to	II
401953	104632795	21066999930	the	the	AT
401953	104632795	21066999931	West	west	ND1
401953	104632795	21066999932	of	of	IO
401953	104632795	21066999933	Deniliquin	deniliquin	NP1_NN1
401953	104632795	21066999934	and	and	CC
401953	104632795	21066999935	about	about	RG
401953	104632795	21066999936	12Km		NNU
401953	104632795	21066999937	from	from	II
401953	104632795	21066999938	Moulamein		NP1
401953	104632795	21066999939	in	in	II
401953	104632795	21066999940	New	new	NP1
401953	104632795	21066999941	South	south	NP1
401953	104632795	21066999942	Wales	wales	NP1
401953	104632795	21066999943	.	.	.
401953	104632795	21066999944	The	the	AT
401953	104632795	21066999945	area	area	NN1
401953	104632795	21066999946	is	be	VBZ
401953	104632795	21066999947	open	open	JJ
401953	104632795	21066999948	forest	forest	NN1
401953	104632795	21066999949	with	with	IW
401953	104632795	21066999950	the	the	AT
401953	104632795	21066999951	Edward	edward	NP1
401953	104632795	21066999952	river	river	NN1
401953	104632795	21066999953	on	on	II
401953	104632795	21066999954	the	the	AT
401953	104632795	21066999955	south	south	ND1
401953	104632795	21066999956	side	side	NN1
401953	104632795	21066999957	sweeping	sweep	VVG@
401953	104632795	21066999958	round	round	RP
401953	104632795	21066999959	to	to	II
401953	104632795	21066999960	a	a	AT1
401953	104632795	21066999961	U	u	JJ
401953	104632795	21066999962	shaped	shaped	JJ
401953	104632795	21066999963	lagoon	lagoon	NN1
401953	104632795	21066999964	on	on	II
401953	104632795	21066999965	the	the	AT
401953	104632795	21066999966	northern	northern	JJ
401953	104632795	21066999967	side	side	NN1
401953	104632795	21066999968	.	.	.
401953	104632795	21066999969	Please	please	RR
401953	104632795	21066999970	share	share	VV0
401953	104632795	21066999971	your	your	APPGE
401953	104632795	21066999972	experiences	experience	NN2
401953	104632795	21066999973	of	of	IO
401953	104632795	21066999974	travelling	travel	VVG_NN1
401953	104632795	21066999975	to	to	II
401953	104632795	21066999976	ConFest		NP1
401953	104632795	21066999977	in	in	II
401953	104632795	21066999978	the	the	AT
401953	104632795	21066999979	forum	forum	NN1
401953	104632795	21066999980	,	,	,
401953	104632795	21066999981	highlights	highlight	NN2_VVZ
401953	104632795	21066999982	,	,	,
401953	104632795	21066999983	lowlights	low-light	NN2
401953	104632795	21066999984	,	,	,
401953	104632795	21066999985	shortcuts	shortcut	NN2
401953	104632795	21066999986	and	and	CC
401953	104632795	21066999987	worthy	worthy	JJ
401953	104632795	21066999988	stops	stop	NN2@
401953	104632795	21066999989	and	and	CC
401953	104632795	21067000000	ConFest		NP1_JJT
401953	104632795	21067000001	Google	google	NP1_NN1
401953	104632795	21067000002	Maps	map	NN2
401953	104632795	21067000003	Location	location	NN1
401953	104632795	21067000004	<h>		NULL
401953	104632795	21067000005	Map	map	NN1
401953	104632795	21067000006	of	of	IO
401953	104632795	21067000007	the	the	AT
401953	104632795	21067000008	Event	event	NN1
401953	104632795	21067000009	Grounds	ground	NN2
401953	104632795	21067000010	<p>		NULL
401953	104632795	21067000011	As	as	II_CSA
401953	104632795	21067000012	the	the	AT
401953	104632795	21067000013	event	event	NN1
401953	104632795	21067000014	draws	draw	VVZ_NN2
